Size 8, max iter 2 and tolerance 0.000010.
Time: 0.000006
Number of iterations: 2
Temperature of element T(1,1): 0.31250000000000000
1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
1.000000	0.312500	0.062500	0.000000	0.000000	0.000000	0.000000	0.062500	0.312500	1.000000	
1.000000	0.375000	0.062500	0.000000	0.000000	0.000000	0.000000	0.062500	0.375000	1.000000	
1.000000	0.375000	0.062500	0.000000	0.000000	0.000000	0.000000	0.062500	0.375000	1.000000	
1.000000	0.375000	0.062500	0.000000	0.000000	0.000000	0.000000	0.062500	0.375000	1.000000	
1.000000	0.375000	0.062500	0.000000	0.000000	0.000000	0.000000	0.062500	0.375000	1.000000	
1.000000	0.375000	0.062500	0.000000	0.000000	0.000000	0.000000	0.062500	0.375000	1.000000	
1.000000	0.500000	0.187500	0.125000	0.125000	0.125000	0.125000	0.187500	0.500000	1.000000	
1.000000	0.937500	0.812500	0.750000	0.750000	0.750000	0.750000	0.812500	0.937500	1.000000	
2.000000	2.000000	2.000000	2.000000	2.000000	2.000000	2.000000	2.000000	2.000000	2.000000	

